hodnota,obdobi,rok,tyden,ukazatel_txt,polozka_txt
37.42,2023-W33,2023,33,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.36,2023-W33,2023,33,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.74,2023-W33,2023,33,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.77,2023-W34,2023,34,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.4,2023-W34,2023,34,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.78,2023-W34,2023,34,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.95,2023-W35,2023,35,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.6,2023-W35,2023,35,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.78,2023-W35,2023,35,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.15,2023-W36,2023,36,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.76,2023-W36,2023,36,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.94,2023-W36,2023,36,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.45,2023-W37,2023,37,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.85,2023-W37,2023,37,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.13,2023-W37,2023,37,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
39.94,2023-W38,2023,38,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.31,2023-W38,2023,38,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.41,2023-W38,2023,38,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
40.35,2023-W39,2023,39,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.46,2023-W39,2023,39,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.45,2023-W39,2023,39,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
40.35,2023-W40,2023,40,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.43,2023-W40,2023,40,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.47,2023-W40,2023,40,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
40.38,2023-W41,2023,41,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.11,2023-W41,2023,41,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.58,2023-W41,2023,41,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
39.89,2023-W42,2023,42,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.5,2023-W42,2023,42,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.62,2023-W42,2023,42,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
39.64,2023-W43,2023,43,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.09,2023-W43,2023,43,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.68,2023-W43,2023,43,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
39.5,2023-W44,2023,44,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.84,2023-W44,2023,44,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.68,2023-W44,2023,44,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
39.4,2023-W45,2023,45,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.83,2023-W45,2023,45,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.69,2023-W45,2023,45,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
39.13,2023-W46,2023,46,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.36,2023-W46,2023,46,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.69,2023-W46,2023,46,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.46,2023-W47,2023,47,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.01,2023-W47,2023,47,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.76,2023-W47,2023,47,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.82,2023-W48,2023,48,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.51,2023-W48,2023,48,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.79,2023-W48,2023,48,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.5,2023-W49,2023,49,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.9,2023-W49,2023,49,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.78,2023-W49,2023,49,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.93,2023-W50,2023,50,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.58,2023-W50,2023,50,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.65,2023-W50,2023,50,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.52,2023-W51,2023,51,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.97,2023-W51,2023,51,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.87,2023-W51,2023,51,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.43,2024-W01,2024,1,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.9,2024-W01,2024,1,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.9,2024-W01,2024,1,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.21,2024-W02,2024,2,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.02,2024-W02,2024,2,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.1,2024-W02,2024,2,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.19,2024-W03,2024,3,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.07,2024-W03,2024,3,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.26,2024-W03,2024,3,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.53,2024-W04,2024,4,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.36,2024-W04,2024,4,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.67,2024-W04,2024,4,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.8,2024-W05,2024,5,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.66,2024-W05,2024,5,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.76,2024-W05,2024,5,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.3,2024-W06,2024,6,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.1,2024-W06,2024,6,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.77,2024-W06,2024,6,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.67,2024-W07,2024,7,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.44,2024-W07,2024,7,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.78,2024-W07,2024,7,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.56,2024-W08,2024,8,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.21,2024-W08,2024,8,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.88,2024-W08,2024,8,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.76,2024-W09,2024,9,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.37,2024-W09,2024,9,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.89,2024-W09,2024,9,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.7,2024-W10,2024,10,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.4,2024-W10,2024,10,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.89,2024-W10,2024,10,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.53,2024-W11,2024,11,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.5,2024-W11,2024,11,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.07,2024-W11,2024,11,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.45,2024-W12,2024,12,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.42,2024-W12,2024,12,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.28,2024-W12,2024,12,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.53,2024-W13,2024,13,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.5,2024-W13,2024,13,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.31,2024-W13,2024,13,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.72,2024-W14,2024,14,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.01,2024-W14,2024,14,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.35,2024-W14,2024,14,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
39.14,2024-W15,2024,15,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.66,2024-W15,2024,15,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.42,2024-W15,2024,15,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
39.28,2024-W16,2024,16,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.03,2024-W16,2024,16,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.42,2024-W16,2024,16,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
39.32,2024-W17,2024,17,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.39,2024-W17,2024,17,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.44,2024-W17,2024,17,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
39.06,2024-W18,2024,18,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.4,2024-W18,2024,18,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.43,2024-W18,2024,18,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.52,2024-W19,2024,19,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.22,2024-W19,2024,19,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.42,2024-W19,2024,19,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.03,2024-W20,2024,20,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.7,2024-W20,2024,20,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.4,2024-W20,2024,20,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.51,2024-W21,2024,21,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.27,2024-W21,2024,21,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.29,2024-W21,2024,21,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.28,2024-W22,2024,22,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39,2024-W22,2024,22,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.3,2024-W22,2024,22,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.79,2024-W23,2024,23,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.59,2024-W23,2024,23,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.31,2024-W23,2024,23,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.07,2024-W24,2024,24,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.91,2024-W24,2024,24,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.3,2024-W24,2024,24,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.86,2024-W25,2024,25,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.67,2024-W25,2024,25,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.23,2024-W25,2024,25,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.65,2024-W26,2024,26,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.98,2024-W26,2024,26,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.18,2024-W26,2024,26,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37,2024-W27,2024,27,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.26,2024-W27,2024,27,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.12,2024-W27,2024,27,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.33,2024-W28,2024,28,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.51,2024-W28,2024,28,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.1,2024-W28,2024,28,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.33,2024-W29,2024,29,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.69,2024-W29,2024,29,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.1,2024-W29,2024,29,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.09,2024-W30,2024,30,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.37,2024-W30,2024,30,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.07,2024-W30,2024,30,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.84,2024-W31,2024,31,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.15,2024-W31,2024,31,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.09,2024-W31,2024,31,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.64,2024-W32,2024,32,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38,2024-W32,2024,32,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.06,2024-W32,2024,32,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.17,2024-W33,2024,33,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.76,2024-W33,2024,33,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.05,2024-W33,2024,33,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.98,2024-W34,2024,34,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.61,2024-W34,2024,34,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.03,2024-W34,2024,34,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.54,2024-W35,2024,35,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.24,2024-W35,2024,35,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17,2024-W35,2024,35,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.24,2024-W36,2024,36,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.95,2024-W36,2024,36,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.04,2024-W36,2024,36,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.61,2024-W37,2024,37,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.24,2024-W37,2024,37,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.02,2024-W37,2024,37,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.85,2024-W38,2024,38,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.44,2024-W38,2024,38,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.06,2024-W38,2024,38,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.73,2024-W39,2024,39,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.3,2024-W39,2024,39,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.07,2024-W39,2024,39,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.64,2024-W40,2024,40,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.2,2024-W40,2024,40,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.07,2024-W40,2024,40,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.75,2024-W41,2024,41,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.15,2024-W41,2024,41,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.06,2024-W41,2024,41,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.18,2024-W42,2024,42,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.51,2024-W42,2024,42,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.06,2024-W42,2024,42,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.42,2024-W43,2024,43,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.77,2024-W43,2024,43,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.07,2024-W43,2024,43,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.51,2024-W44,2024,44,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.86,2024-W44,2024,44,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.08,2024-W44,2024,44,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.41,2024-W45,2024,45,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.8,2024-W45,2024,45,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.23,2024-W45,2024,45,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.4,2024-W46,2024,46,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.76,2024-W46,2024,46,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.29,2024-W46,2024,46,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.74,2024-W47,2024,47,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.68,2024-W47,2024,47,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.52,2024-W47,2024,47,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.09,2024-W48,2024,48,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.68,2024-W48,2024,48,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.65,2024-W48,2024,48,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.26,2024-W49,2024,49,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.74,2024-W49,2024,49,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.73,2024-W49,2024,49,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.21,2024-W50,2024,50,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.72,2024-W50,2024,50,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.74,2024-W50,2024,50,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.92,2024-W51,2024,51,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.62,2024-W51,2024,51,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.79,2024-W51,2024,51,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.66,2025-W01,2025,1,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.25,2025-W01,2025,1,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.95,2025-W01,2025,1,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.24,2025-W02,2025,2,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.8,2025-W02,2025,2,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.79,2025-W02,2025,2,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.49,2025-W03,2025,3,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36,2025-W03,2025,3,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.79,2025-W03,2025,3,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.08,2025-W04,2025,4,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.51,2025-W04,2025,4,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.89,2025-W04,2025,4,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.37,2025-W05,2025,5,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.81,2025-W05,2025,5,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.02,2025-W05,2025,5,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.01,2025-W06,2025,6,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.51,2025-W06,2025,6,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18,2025-W06,2025,6,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.96,2025-W07,2025,7,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.46,2025-W07,2025,7,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.14,2025-W07,2025,7,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.05,2025-W08,2025,8,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.52,2025-W08,2025,8,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.23,2025-W08,2025,8,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.04,2025-W09,2025,9,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.51,2025-W09,2025,9,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.22,2025-W09,2025,9,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.66,2025-W10,2025,10,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.17,2025-W10,2025,10,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.22,2025-W10,2025,10,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.2,2025-W11,2025,11,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.59,2025-W11,2025,11,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.23,2025-W11,2025,11,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.61,2025-W12,2025,12,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35,2025-W12,2025,12,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.18,2025-W12,2025,12,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.35,2025-W13,2025,13,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.71,2025-W13,2025,13,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.07,2025-W13,2025,13,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.34,2025-W14,2025,14,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.8,2025-W14,2025,14,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.07,2025-W14,2025,14,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.37,2025-W15,2025,15,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.02,2025-W15,2025,15,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.05,2025-W15,2025,15,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.52,2025-W16,2025,16,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.5,2025-W16,2025,16,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.05,2025-W16,2025,16,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.23,2025-W17,2025,17,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.25,2025-W17,2025,17,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.01,2025-W17,2025,17,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.13,2025-W18,2025,18,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.18,2025-W18,2025,18,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.99,2025-W18,2025,18,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.9,2025-W19,2025,19,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
34.02,2025-W19,2025,19,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.98,2025-W19,2025,19,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.65,2025-W20,2025,20,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.9,2025-W20,2025,20,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.95,2025-W20,2025,20,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.57,2025-W21,2025,21,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.92,2025-W21,2025,21,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.92,2025-W21,2025,21,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.56,2025-W22,2025,22,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.91,2025-W22,2025,22,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.89,2025-W22,2025,22,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.53,2025-W23,2025,23,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.89,2025-W23,2025,23,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.87,2025-W23,2025,23,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.51,2025-W24,2025,24,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.89,2025-W24,2025,24,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
